Tweet Coordinates,text,date,id,user,Place Info,location,Geo Enabled,retweet,likes,lang,keyword
,RT @AkhterIvy: Bangladeshi students seeking the U.S. F-1 visa are unable to secure visa timely to join their programs in summer &amp; fall’21.…,2021-05-14 15:51:43,1393232565448843269,AbirSwe,,,False,17,0,en,lockdown
,RT @KayBurley: Four people have died after contracting the Covid  #IndianVariant.  The PM will hold a news conference this afternoon at 5pm…,2021-05-14 15:51:42,1393232563603378182,Kevinflipper1,,"County Durham, UK",True,144,0,en,lockdown
,"RT @mahrsbar: If u gained weight over lockdown I hope u still think ur really really sexy. Because the fact is, u are.",2021-05-14 15:51:42,1393232561955123201,AngelaMattoo,,,False,988,0,en,lockdown
,@usembassydhaka Please don't cancel scheduled F-1 visa interviews due to Lockdown and open more new slots. We are c… https://t.co/1plbk6TMGR,2021-05-14 15:51:42,1393232560277229568,FarzanaZafreen,,,False,0,0,en,lockdown
,"RT @ZahidHa37981228: Bangladeshi students are seeking a U.S. F-1 visa to timely join their programs in fall’21.
We're requesting to resume…",2021-05-14 15:51:41,1393232557710340108,SushmitaSarker4,,,False,7,0,en,lockdown
,RT @Listen2Buck: @sridhariyer5 @PantryCar 😁 crazy lockdown sir... lots of things I've forgotten the taste of 😣,2021-05-14 15:51:40,1393232552937152518,sridhariyer5,,"Pune, India",True,1,0,en,lockdown
,"RT @NewtonClarkeUK: It’s happening...

Possibly the most predictable thing of this entire sh*tshow. They do NOT intend to give you your fre…",2021-05-14 15:51:39,1393232549066022915,BurgessArthur,,Hastings,False,81,0,en,lockdown
,@DUCKmagstoke I arranged a collection at work during lockdown for a colleague whose dad had died. The reference for… https://t.co/czS4kNhKxl,2021-05-14 15:51:39,1393232548587769857,ColdHandsHeart,,"Buttfuck, Nowhere ",True,0,0,en,lockdown
,RT @ShahariarRabby: #Bangladeshi students seeking the U.S. #F1StudentsBD visa are unable to secure visa timely to join their programs in #s…,2021-05-14 15:51:39,1393232547602079749,reeshadk,,,False,9,0,en,lockdown
,RT @nickreeves9876: This corrupt and negligent government has let the Indian variant in because Johnson wanted a trade arrangement with Ind…,2021-05-14 15:51:38,1393232546436108291,gwenross7519,,,False,191,0,en,lockdown
,RT @sas_mufc: @DibyaKDatta @Trishaa9708 @USAmbBangladesh Our dream of pursuing higher studies is at stake now due to the unavailability of…,2021-05-14 15:51:38,1393232545555173386,MdJobae04957170,,,False,5,0,en,lockdown
,Just moved some heavy mental furniture and now the lockdown beckons. I fear for my sanity. Send love cos it doesnt look great.,2021-05-14 15:51:38,1393232543780986880,errant_drifter,,,False,0,0,en,lockdown
,"RT @MdEkramulKarim1: @usembassydhaka Please take immediate steps. If the lockdown continues, kindly make exemptions for thousands of F1 vis…",2021-05-14 15:51:38,1393232543646838785,SushmitaSarker4,,,False,7,0,en,lockdown
,"RT @Connect4Climate: ""My 111th week on #ClimateStrike (online due to lockdown) 🌍 The cost of climate inaction will be much higher than the…",2021-05-14 15:51:37,1393232541402947586,FFFBot1,,,False,31,0,en,lockdown
,"RT @NewtonClarkeUK: It’s happening...

Possibly the most predictable thing of this entire sh*tshow. They do NOT intend to give you your fre…",2021-05-14 15:51:37,1393232540895518723,JackieJacq,,"England, UK",False,81,0,en,lockdown
,RT @Paktourntravel: Northern Pakistan is calling but roads are under Lockdown https://t.co/Mb1ZiRVhd5,2021-05-14 15:51:37,1393232540450713602,BajwaAlye,,,False,6,0,en,lockdown
,@10DowningStreet @BorisJohnson @CMO_England The unlocking programme should be paused until the whole country has ha… https://t.co/TU2TNueUNI,2021-05-14 15:51:37,1393232539733594114,D1072Grif,,"Manchester, England",False,0,0,en,lockdown
,RT @Asasira30: Kale when I remember those days I used to risk and sit in a lorry during lockdown just to go and see someone's son😭😭😭. Men c…,2021-05-14 15:51:37,1393232539570130953,Stephanie73283,,Uganda,True,98,0,en,lockdown
,"RT @jojoharper: The new @paulwellerHQ album still has all the fire of old, and then some. *Musical hat tip* contains gorgeous orchestral ar…",2021-05-14 15:51:36,1393232538961915904,randommusicmgmt,,United Kingdom,False,2,0,en,lockdown
,So they take the Super Cup off a country that basically has covid sorted and move it to one that are currently in l… https://t.co/QyvyR3A3OC,2021-05-14 15:51:36,1393232537976287251,dannyon_,,stockport/birmingham,True,0,0,en,lockdown
,Glasgow has had easily the longest unbroken strict lockdown on the planet. No respite since September. You can try… https://t.co/6zfeD414fA,2021-05-14 15:51:36,1393232537909186562,nick_gallacher,,"Uddingston, Scotland",True,0,0,en,lockdown
,"RT @heyyitsjanea: @itsKARY_ cdc when we go into another major lockdown 

https://t.co/NQsaE4UnoH",2021-05-14 15:51:36,1393232536881532937,_gemgoddess,,Dc ,True,21,0,en,lockdown
,"RT @blueflipflop1: When there's a 2nd lockdown birthday approaching, the only way forward is cocktails !!! Ordered at 3pm yesterday and arr…",2021-05-14 15:51:36,1393232536835444737,SNSCocktail,,United Kingdom,False,0,0,en,lockdown
,RT @BiswasPreetom: The continuous rescheduling of F1 Visa interview dates is taking a great toll on our mental &amp; physical health in Banglad…,2021-05-14 15:51:36,1393232536751415301,reeshadk,,,False,11,0,en,lockdown
,RT @elitebandwagon: Sri Lanka is in lockdown. May the Fourteenth be with you. https://t.co/1rFPNyztkh,2021-05-14 15:51:36,1393232536633937921,M_Sharmilan,,Chavakachcheri,True,8,0,en,lockdown
,"RT @MHasib3: Honorable @USAmbBangladesh

Please resume F-1 visa interviews during Lockdown and open more new slots. We are committed to fol…",2021-05-14 15:51:36,1393232535686029315,MdJobae04957170,,,False,6,0,en,lockdown
,@stlouisgoats @luchuubit @DrEricDing @rendangtunjang No I said this entire pandemic was started from one person. I… https://t.co/EwlFSIu1go,2021-05-14 15:51:34,1393232529902247936,bdepaepe63,,,False,0,0,en,lockdown
,"RT @MHasib3: Honorable @USAmbBangladesh

Please resume F-1 visa interviews during Lockdown and open more new slots. We are committed to fol…",2021-05-14 15:51:34,1393232529897885699,SushmitaSarker4,,,False,6,0,en,lockdown
,"RT @toadmeister: ""Four dead from Indian variant as Boris told to hit lockdown brakes.”

If the stage 3 reopening happens as planned on Mond…",2021-05-14 15:51:34,1393232529549926400,tony80554056,,"North West, England",False,38,0,en,lockdown
,RT @ShamimEhsan7: Bangladeshi students seeking the U.S. F-1 visa are  requesting to resume interviews during the lockdown to secure funding…,2021-05-14 15:51:33,1393232526336872450,MdJobae04957170,,,False,24,0,en,lockdown
,then keep us in level 3 what a fucked up country fuck your lockdown and your rules shower of shite !… https://t.co/XpzJsFjzNP,2021-05-14 15:51:33,1393232525510721539,GeoSemple,,glasgow,False,0,0,en,lockdown
,i hate when there's a lockdown in our country i can't attend to my music class &gt;:(((((((,2021-05-14 15:51:33,1393232522956267522,CherrySoob,,soogyu/taegyu bf,False,0,0,en,lockdown
,"RT @CyrusMMcQueen: One thing I’ve learned from this lockdown is, the less I’ve seen certain people, the more I’ve realized I don’t wanna se…",2021-05-14 15:51:33,1393232522943733761,demuromarquez,,"California, USA",True,38,0,en,lockdown
,"RT @ANI: The positivity rate remains high, so the state government has decided to extend the present complete lockdown in Kerala till May 2…",2021-05-14 15:51:32,1393232520708169730,apn_10,,നമ്മടെ കേരളം...,True,47,0,en,lockdown
,"RT @noortweet1: Please help us with continuing #F1StudentsBD #Visainterviews during the , #lockdown situation in Bangladesh. We really need…",2021-05-14 15:51:31,1393232517956739078,SushmitaSarker4,,,False,7,0,en,lockdown
,RT @nrlsyirahfaisal: just call it a circuit breaker/lockdown.... or is it coz udw to close the borders??????,2021-05-14 15:51:31,1393232517897936901,izkhalifa_,,,False,621,0,en,lockdown
,"Jama Masjid wears a deserted look on the occasion of Eid al-Fitr, marking the end of the fasting month of Ramadan,… https://t.co/YtMarYCbto",2021-05-14 15:51:30,1393232513611362311,RatherNazaket,,"Doda, Jammu And Kashmir, India",True,0,0,en,lockdown
,RT @FraserNelson: Sage was set up as group of specialists to answer questions. How did they end up directing government policy? Where were…,2021-05-14 15:51:30,1393232512776904709,12fv123,,,False,185,0,en,lockdown
,If lockdown isn’t eased there has to be riots. If people’s rights aren’t given back they need to take them back.  #IndianVariant,2021-05-14 15:51:30,1393232510381871112,us3rname2110,,London,False,0,0,en,lockdown
,RT @RukhsRhapsodies: #Bangladeshi #students seeking the U.S. #F1 #visa are unable to secure visa timely to join their programs in #summer21…,2021-05-14 15:51:29,1393232508389445636,reeshadk,,,False,16,0,en,lockdown
,"COVID-19: Kerala Extends Lockdown By A Week Till May 23 
#Kerala #lockdown
https://t.co/jPh2hlzUC8",2021-05-14 15:51:29,1393232508284661765,GTribuneNews,,New Delhi,False,0,0,en,lockdown
,"This was Mass m|_|rder.
#Covid_19 #Oxygen #OxygenShortage 
#Delhi  #lockdown 
You may go through the post… https://t.co/G5gI8Rh8aR",2021-05-14 15:51:28,1393232504274837507,___Perc3pti0ns_,,"New Delhi, India",True,0,0,en,lockdown
,RT @JuliaHB1: The PM set out 4 tests for coming out of lockdown. These are the 4 tests. They were all met months ago. Nothing has changed s…,2021-05-14 15:51:28,1393232503528361985,Deenzy1,,Surrey,True,163,0,en,lockdown
,RT @ShwarnaliBhatt1: Numerous #Bangladeshi students focusing to pursue their higher studies in the #USA starting in #Summer21 and #Fall21 a…,2021-05-14 15:51:27,1393232500793643011,MdJobae04957170,,,False,12,0,en,lockdown
,"RT @ZahidHa37981228: Bangladeshi students are seeking a U.S. F-1 visa to timely join their programs in fall’21.
We're requesting to resume…",2021-05-14 15:51:27,1393232497387851780,reeshadk,,,False,7,0,en,lockdown
,@indiatvnews @BeingSalmanKhan States have put lockdown as centre never interfere as it was as per need  to save lif… https://t.co/FvpIz2zbbk,2021-05-14 15:51:25,1393232492858023943,VasudevSeth,"Place(_api=<tweepy.api.API object at 0x7f95aa8bb280>, id='317fcc4b21a604d5', url='https://api.twitter.com/1.1/geo/id/317fcc4b21a604d5.json', place_type='city', name='New Delhi', full_name='New Delhi, India', country_code='IN', country='India', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x7f95aa8bb280>, type='Polygon', coordinates=[[[76.84252, 28.397657], [77.347652, 28.397657], [77.347652, 28.879322], [76.84252, 28.879322]]]), attributes={})",,True,0,0,en,lockdown
