Tweet Coordinates,text,date,id,user,Place Info,location,Geo Enabled,retweet,likes,lang,keyword
,"RT @Lene_peterson: How ironic, almost tragic it was, if I, as a Covid-negative person, travel to 🇹🇷 or 🇲🇽, stay there for 14 days (not bc I…",2021-05-10 17:13:39,1391803633839259649,SpainLint,,Spain,False,1,0,en,corona virus
,"RT @VarshaEGaikwad: Given the prevailing Corona virus pandemic, Maharashtra State Council of Examination's Pre-Upper Primary Scholarship (C…",2021-05-10 17:13:25,1391803576540753924,Navneet22343741,,,False,93,0,en,corona virus
,RT @profmakehappy: The world after the corona virus.... https://t.co/rBnv50zT8y,2021-05-10 17:13:16,1391803537995157505,pw11pg,,,False,32604,0,en,corona virus
,"RT @GeneralBakshi: Chinas institute of Virology in Wuhan is led  by 2 PLA officers. Maj Gen Shi Zheng li and Maj Gen Chen Wei, Zheng li was…",2021-05-10 17:12:58,1391803460442460162,AKSingh649,,"Ghaziabad, India",False,673,0,en,corona virus
,"RT @karamprakash6: Patiala: In a tragic event, a corona positive mother succumbed to the virus after loosing her preterm newborn twins at G…",2021-05-10 17:12:57,1391803458412371969,CAKaramveer1,,"Chandigarh, India",True,4,0,en,corona virus
,RT @profmakehappy: The world after the corona virus.... https://t.co/rBnv50zT8y,2021-05-10 17:12:56,1391803452930596866,blackelfin,,Milchstraße Nr. 7,False,32604,0,en,corona virus
,"RT @GauravGuptaJK: My take on Double Mutation virus of Corona B1617.

#COVID19 #coronavirus

Full Conversation: https://t.co/m8HASqm4zh htt…",2021-05-10 17:12:50,1391803427944992776,badabanala,,,False,4,0,en,corona virus
,"RT @kdrarvind: Pulse Oximeter is a device used to check oxygen level at home. If you're COVID-19 positive, then you must use a pulse oximet…",2021-05-10 17:12:45,1391803406713454592,DheerajGautam18,,Gurgaon,True,2,0,en,corona virus
,"@rssurjewala What is More Dangerous ???

#Corona_Virus

Or

#Congressi_Pappu_Ka_Complete_Brain_Lockdown… https://t.co/oED2W2Nwf9",2021-05-10 17:12:40,1391803384626249729,wiz_harrypotter,,,True,0,0,en,corona virus
,RT @profmakehappy: The world after the corona virus.... https://t.co/rBnv50zT8y,2021-05-10 17:12:37,1391803372735434752,saras_44,,"Ορεστιάδα, Ελλάς",True,32604,0,en,corona virus
,"RT @7ru7h_1: #FuckChina 

Retweet with above hashtag and make this chain bigger than Chinese Virus aka Corona Virus.",2021-05-10 17:12:30,1391803343673065479,Karthik73023829,,"Hyderabad, India",False,83,0,en,corona virus
,"@AICCMedia @rssurjewala @kcvenugopalmp What is More Dangerous ???

#Corona_Virus

Or… https://t.co/2crSIpVOR3",2021-05-10 17:12:29,1391803339260665856,wiz_harrypotter,,,True,0,0,en,corona virus
,"RT @GeneralBakshi: What happened in Wuhan? was the corona virus a Chinese biological wafare weapon?
 Please see me on republic TV at 4pm( e…",2021-05-10 17:12:23,1391803316040962054,gpray1977,,"Sector-15, Rourkela, Odisha",True,622,0,en,corona virus
,"@priyankagandhi @rssurjewala What is More Dangerous ???

#Corona_Virus

Or… https://t.co/LhUOZm2SX3",2021-05-10 17:12:22,1391803311003627520,wiz_harrypotter,,,True,0,0,en,corona virus
,"@RahulGandhi @rssurjewala What is More Dangerous ???

#Corona_Virus

Or… https://t.co/2Vd2qAvtcO",2021-05-10 17:12:18,1391803292334714883,wiz_harrypotter,,,True,0,0,en,corona virus
,"RT @GeneralBakshi: Chinas institute of Virology in Wuhan is led  by 2 PLA officers. Maj Gen Shi Zheng li and Maj Gen Chen Wei, Zheng li was…",2021-05-10 17:12:15,1391803281278586881,RahulSi76999110,,,False,673,0,en,corona virus
,"Corona virus was developed in a lab in Wuhan. The research was funded by the US, including Fauci. This is the lab l… https://t.co/U2OOa0rye5",2021-05-10 17:12:12,1391803269446504449,do_jeeney,,"Boston, US",False,0,0,en,corona virus
,"RT @CMOGuj: CM Shri @vijayrupanibjp convened a high-level meeting of COVID-19 Task Force including doctors, GBRC scientists, ministers and…",2021-05-10 17:12:09,1391803257366867968,BJP4BhavngrDist,,"Bhavnagar, India",True,67,0,en,corona virus
,"@AICCMedia @rssurjewala @kcvenugopalmp What is More Dangerous ???

#Corona_Virus

Or… https://t.co/KpWWOOQhpg",2021-05-10 17:12:06,1391803245803184131,wiz_harrypotter,,,True,0,0,en,corona virus
,"RT @GeneralBakshi: Chinas institute of Virology in Wuhan is led  by 2 PLA officers. Maj Gen Shi Zheng li and Maj Gen Chen Wei, Zheng li was…",2021-05-10 17:12:06,1391803245136285700,NemiCRathore,,,False,673,0,en,corona virus
,"RT @GeneralBakshi: What happened in Wuhan? was the corona virus a Chinese biological wafare weapon?
 Please see me on republic TV at 4pm( e…",2021-05-10 17:12:00,1391803217101561856,Pankaj_Parva,,"नई दिल्ली, भारत",True,622,0,en,corona virus
,RT @profmakehappy: The world after the corona virus.... https://t.co/rBnv50zT8y,2021-05-10 17:11:51,1391803182381207562,RezaBadrii,,Islamic Republic of Iran,False,32604,0,en,corona virus
,"RT @MeghnaRoyChowd8: These viruses are dangerous than corona virus 
And this sanitizer is the best among all including Lifeboy, Dettol etc.…",2021-05-10 17:11:45,1391803155017469952,malvikakapoor91,,"40,000 ft",False,382,0,en,corona virus
,"@baranwal1956 @NavneetSagarsIT @AmanChopra_ @VVikash24 We have cautioned many times, Five star andolan jeevis are d… https://t.co/sGgemgUFXt",2021-05-10 17:11:44,1391803150516899840,rajanp78,,"Kottayam, India",False,0,0,en,corona virus
,"@RahulGandhi What is More Dangerous ???

#Corona_Virus

Or

#Congressi_Pappu_Ka_Complete_Brain_Lockdown… https://t.co/6Qn18RLILH",2021-05-10 17:11:39,1391803130585645058,wiz_harrypotter,,,True,0,0,en,corona virus
,"@RahulGandhi What is More Dangerous ???

#Corona_Virus

Or

#Congressi_Pappu_Ka_Complete_Brain_Lockdown… https://t.co/7WU8AZ12ab",2021-05-10 17:11:25,1391803072591114258,wiz_harrypotter,,,True,0,0,en,corona virus
,RT @profmakehappy: The world after the corona virus.... https://t.co/rBnv50zT8y,2021-05-10 17:11:25,1391803071974592516,SmAmkele_Bam,,"Cape Town, South Africa",False,32604,0,en,corona virus
,RT @Marco_Acortes: Corona virus....its coming,2021-05-10 17:11:22,1391803060989485057,AsjathShakir,,"Villianur West, Pondicherry",False,105805,0,en,corona virus
,RT @profmakehappy: The world after the corona virus.... https://t.co/rBnv50zT8y,2021-05-10 17:11:11,1391803014051110912,batrisyiad_,,,True,32604,0,en,corona virus
,"RT @MeghnaRoyChowd8: These viruses are dangerous than corona virus 
And this sanitizer is the best among all including Lifeboy, Dettol etc.…",2021-05-10 17:11:10,1391803010108452865,Kanchan77871403,,,False,382,0,en,corona virus
,RT @Marco_Acortes: Corona virus....its coming,2021-05-10 17:11:05,1391802988440608768,iAmRajthilak,,"Bangalore, Chennai, Namakkal",True,105805,0,en,corona virus
,RT @DennisJesudasan: #TamilNadu government issued a G.O. framing a treatment protocol for patients with Corona virus infection. Details her…,2021-05-10 17:10:59,1391802963698491394,josefredric_e,,"Chennai, India",False,5,0,en,corona virus
,RT @Marco_Acortes: Corona virus....its coming,2021-05-10 17:10:52,1391802932081823750,marisundar2,,,False,105805,0,en,corona virus
,"RT @GeneralBakshi: Chinas institute of Virology in Wuhan is led  by 2 PLA officers. Maj Gen Shi Zheng li and Maj Gen Chen Wei, Zheng li was…",2021-05-10 17:10:51,1391802930534096898,Psjaglan1,,भारत,False,673,0,en,corona virus
,RT @DennisJesudasan: #TamilNadu government issued a G.O. framing a treatment protocol for patients with Corona virus infection. Details her…,2021-05-10 17:10:51,1391802928592162817,AshleySheba,,Bangalore,True,5,0,en,corona virus
,RT @profmakehappy: The world after the corona virus.... https://t.co/rBnv50zT8y,2021-05-10 17:10:50,1391802927283511297,khunkwl,,,False,32604,0,en,corona virus
,"RT @MeghnaRoyChowd8: These viruses are dangerous than corona virus 
And this sanitizer is the best among all including Lifeboy, Dettol etc.…",2021-05-10 17:10:47,1391802913194799105,UtkrishtDesi,,Bharat,False,382,0,en,corona virus
